RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,delinquency,TotalNetFraction,NumInstallment,TradeFrequency
Bad,69,159,12,57,18,0,95,6,6,20,0,20,0.0,0,83,46,5,1,2,75,0.398406374501992,24.349999999999966,129,1.0,0.0
Bad,73,158,1,59,24,0,96,6,6,25,1,60,0.0,0,50,66,2,3,1,83,0.398406374501992,19.480000000000018,116,3.0,0.04
Good,80,282,2,103,28,0,97,4,6,37,1,26,0.0,3,0,46,1,2,0,14,0.398406374501992,14.610000000000014,46,2.0,0.02702702702702703
Bad,74,159,9,69,26,0,100,6,7,27,2,48,,0,61,67,3,4,2,78,6.666666666666667,0.0,128,4.0,0.07407407407407407
Bad,70,243,3,125,31,0,88,6,5,35,3,18,14.0,0,35,46,8,1,1,56,1.0752688172043012,58.44,81,1.0,0.08571428571428572
Bad,75,160,5,69,12,0,100,7,8,12,2,42,2.0,2,85,100,2,2,2,83,0.2145922746781116,0.0,185,2.0,0.16666666666666666
Bad,73,102,1,49,21,0,95,6,6,22,3,27,,0,15,46,2,3,0,60,0.398406374501992,24.349999999999966,61,3.0,0.13636363636363635
Good,85,83,18,50,20,0,100,7,8,20,0,50,,1,5,58,1,4,0,50,0.2145922746781116,0.0,63,4.0,0.0
Bad,57,32,3,14,11,0,100,7,8,11,6,36,,0,73,89,6,3,2,100,0.2145922746781116,0.0,162,3.0,0.5454545454545454
Good,83,267,19,90,16,0,94,6,6,16,0,19,16.0,0,4,60,1,1,0,40,0.398406374501992,29.21999999999997,64,1.0,0.0
Bad,64,330,10,112,8,0,67,4,5,9,1,33,0.0,0,84,89,4,2,2,75,1.0752688172043012,160.70999999999998,173,2.0,0.1111111111111111
Bad,61,222,3,63,43,0,91,4,5,46,9,41,4.0,2,57,5,7,4,3,61,1.0752688172043012,43.829999999999984,62,4.0,0.1956521739130435
Bad,51,91,5,27,7,2,75,0,2,9,3,63,0.0,4,76,89,3,2,1,100,1.36986301369863,121.75,165,2.0,0.5555555555555556
Good,78,173,4,90,23,0,100,7,8,24,1,52,,0,43,46,5,1,1,60,0.2145922746781116,0.0,89,1.0,0.041666666666666664
Bad,74,160,5,52,16,0,100,7,8,16,4,56,,2,54,45,5,2,1,88,0.2145922746781116,0.0,99,2.0,0.25
Good,77,138,3,105,13,1,93,6,2,21,2,21,2.0,2,1,46,1,1,0,33,1.36986301369863,34.089999999999975,47,1.0,0.14285714285714285
Bad,64,179,10,43,14,0,93,6,6,0,2,53,0.0,2,81,92,4,2,1,86,0.398406374501992,34.089999999999975,173,2.0,
Good,73,242,4,86,17,0,76,6,6,17,2,53,9.0,0,39,86,1,4,0,86,0.398406374501992,116.88,125,4.0,0.11764705882352941
Bad,55,75,7,45,16,0,94,4,6,12,2,13,,3,53,46,12,1,3,93,0.398406374501992,29.21999999999997,99,1.0,0.16666666666666666
Bad,75,247,1,80,28,0,87,6,6,46,2,23,,2,8,97,4,2,1,40,0.398406374501992,63.31,105,2.0,0.043478260869565216
Good,85,175,42,109,21,0,100,7,8,23,0,35,0.0,0,19,46,2,1,0,75,0.2145922746781116,0.0,65,1.0,0.0
Good,77,154,5,128,17,0,100,7,8,17,1,33,0.0,1,48,46,5,1,1,75,0.2145922746781116,0.0,94,1.0,0.058823529411764705
Good,87,405,19,124,25,0,100,7,8,25,0,20,0.0,0,9,46,4,1,1,63,0.2145922746781116,0.0,55,1.0,0.0
Good,86,323,5,71,33,0,100,7,8,34,2,41,,1,6,87,2,3,0,31,0.2145922746781116,0.0,93,3.0,0.058823529411764705
Good,83,375,18,143,13,0,92,6,6,13,0,15,0.0,0,6,46,1,2,0,33,0.398406374501992,38.95999999999998,52,2.0,0.0
Good,88,178,14,97,8,0,100,7,8,8,0,38,15.0,0,0,77,2,1,0,75,0.2145922746781116,0.0,77,1.0,0.0
Good,81,232,9,81,20,0,100,7,8,21,1,10,0.0,0,13,46,6,1,1,50,0.2145922746781116,0.0,59,1.0,0.047619047619047616
Bad,59,68,68,68,1,1,100,0,8,1,0,100,0.0,0,27,46,3,1,0,100,0.2145922746781116,0.0,73,1.0,1.0
Good,68,86,2,32,26,0,100,7,8,28,5,25,0.0,4,22,92,5,3,0,57,0.2145922746781116,0.0,114,3.0,0.17857142857142858
Bad,57,234,31,106,40,0,98,4,6,41,0,24,,3,69,30,16,2,7,95,0.398406374501992,9.740000000000009,99,2.0,0.0
Good,91,538,47,212,12,0,100,7,8,12,0,17,0.0,0,4,46,1,2,0,14,0.2145922746781116,0.0,50,2.0,0.0
Good,85,128,2,62,17,0,100,7,8,19,3,61,,5,2,93,1,2,0,75,0.2145922746781116,0.0,95,2.0,0.15789473684210525
Good,73,287,4,102,10,0,55,6,5,11,3,55,,2,30,65,2,2,0,67,1.0752688172043012,219.14999999999998,95,2.0,0.2727272727272727
Bad,56,161,33,118,6,2,71,0,5,10,0,10,0.0,0,81,46,3,2,2,75,1.0752688172043012,141.23000000000002,127,2.0,0.2
Bad,64,175,20,115,13,0,56,6,5,16,0,19,19.0,0,85,74,9,1,6,91,1.0752688172043012,214.27999999999997,159,1.0,0.0
Bad,72,160,69,106,9,2,100,0,8,11,0,0,0.0,0,3,46,1,2,0,11,0.2145922746781116,0.0,49,2.0,0.18181818181818182
Good,88,219,2,80,28,0,100,7,8,32,5,34,22.0,0,5,69,6,4,0,67,0.2145922746781116,0.0,74,4.0,0.15625
Bad,78,191,51,120,8,0,50,4,5,12,0,25,,1,0,46,1,1,0,50,1.0752688172043012,243.5,46,1.0,0.0
Bad,70,186,5,75,35,2,87,6,2,24,4,16,1.0,2,26,33,4,2,1,33,1.36986301369863,63.31,59,2.0,0.25
Good,89,188,38,83,21,0,100,7,8,21,0,29,0.0,0,0,46,0,1,0,13,0.2145922746781116,0.0,46,1.0,0.0
Bad,78,161,6,70,18,0,90,6,6,20,1,30,0.0,0,1,67,3,3,0,64,0.398406374501992,48.69999999999999,68,3.0,0.05
Good,75,387,2,101,32,0,95,6,6,37,2,49,3.0,19,0,5,1,2,0,75,0.398406374501992,24.349999999999966,5,2.0,0.05405405405405406
Good,83,345,6,185,19,0,95,6,5,20,3,20,0.0,1,5,64,7,2,0,64,1.0752688172043012,24.349999999999966,69,2.0,0.15
Bad,57,60,35,46,4,5,75,6,6,9,0,50,0.0,1,9,93,2,1,0,100,0.398406374501992,121.75,102,1.0,0.5555555555555556
Bad,60,198,1,92,12,2,81,6,2,16,3,69,0.0,6,93,92,2,2,0,100,1.36986301369863,92.52999999999997,185,2.0,0.3125
Good,65,321,3,74,27,1,68,6,4,31,5,45,0.0,4,11,91,1,4,0,56,3.7037037037037033,155.83999999999997,102,4.0,0.1935483870967742
Good,88,192,2,90,17,0,100,7,8,18,1,33,1.0,2,9,66,2,2,0,44,0.2145922746781116,0.0,75,2.0,0.05555555555555555
Good,87,276,9,92,25,0,100,7,8,38,2,32,1.0,2,7,46,3,3,0,67,0.2145922746781116,0.0,53,3.0,0.05263157894736842
Bad,64,142,1,34,12,2,85,6,2,21,6,33,0.0,2,24,67,5,3,0,67,1.36986301369863,73.05000000000001,91,3.0,0.38095238095238093
Bad,63,282,2,112,20,0,71,6,6,21,1,29,0.0,1,51,46,7,2,3,77,0.398406374501992,141.23000000000002,97,2.0,0.047619047619047616
Good,89,283,13,116,30,0,100,7,8,32,0,19,0.0,1,4,33,3,2,0,50,0.2145922746781116,0.0,37,2.0,0.0
Good,76,179,2,89,28,0,100,7,8,30,3,37,,3,17,97,6,2,2,62,0.2145922746781116,0.0,114,2.0,0.1
Good,82,215,32,73,10,0,100,7,8,10,0,60,,1,0,26,2,4,1,100,0.2145922746781116,0.0,26,4.0,0.0
Good,89,233,3,118,35,0,100,7,8,36,4,33,15.0,0,0,46,4,2,0,33,0.2145922746781116,0.0,46,2.0,0.1111111111111111
Bad,77,263,1,92,28,0,97,6,6,30,3,20,1.0,2,21,46,5,1,1,60,0.398406374501992,14.610000000000014,67,1.0,0.1
Good,86,179,7,61,18,0,100,7,8,20,1,20,,0,13,46,2,1,0,43,0.2145922746781116,0.0,59,1.0,0.05
Bad,80,172,2,32,38,0,100,6,7,39,14,33,0.0,29,6,88,5,4,0,38,6.666666666666667,0.0,94,4.0,0.358974358974359
Good,75,204,36,121,28,0,100,7,8,3,0,25,0.0,2,58,46,7,2,4,69,0.2145922746781116,0.0,104,2.0,0.0
Good,81,398,2,112,17,0,100,7,8,18,2,33,0.0,0,47,60,5,2,1,64,0.2145922746781116,0.0,107,2.0,0.1111111111111111
Bad,69,70,3,47,23,0,100,7,8,24,2,9,,3,41,46,13,1,2,79,0.2145922746781116,0.0,87,1.0,0.08333333333333333
Bad,65,106,5,42,11,0,92,6,5,13,3,31,0.0,2,60,46,4,1,1,83,1.0752688172043012,38.95999999999998,106,1.0,0.23076923076923078
Bad,70,179,2,54,33,0,100,7,8,0,5,34,4.0,1,38,98,2,5,1,64,0.2145922746781116,0.0,136,5.0,
Bad,61,229,21,114,20,1,68,4,4,25,0,36,0.0,2,63,86,6,3,1,90,3.7037037037037033,155.83999999999997,149,3.0,0.04
Good,64,31,3,16,9,0,100,7,8,9,3,33,,1,69,65,5,2,1,88,0.2145922746781116,0.0,134,2.0,0.3333333333333333
Good,55,193,9,64,24,0,92,4,6,24,2,17,0.0,1,78,10,11,3,6,88,0.398406374501992,38.95999999999998,88,3.0,0.08333333333333333
Good,69,400,10,112,11,2,85,6,2,13,2,54,,0,46,82,2,3,2,83,1.36986301369863,73.05000000000001,128,3.0,0.3076923076923077
Bad,67,70,1,43,3,0,100,7,8,4,1,50,0.0,8,100,46,1,1,0,100,0.2145922746781116,0.0,146,1.0,0.25
Bad,61,84,12,28,4,2,80,6,2,6,0,60,0.0,3,101,93,2,2,2,100,1.36986301369863,97.39999999999998,194,2.0,0.3333333333333333
Good,72,262,10,91,45,0,98,6,6,51,3,18,0.0,6,62,46,6,2,3,67,0.398406374501992,9.740000000000009,108,2.0,0.058823529411764705
Bad,75,209,1,59,27,0,100,7,8,28,4,29,0.0,3,21,71,5,3,1,89,0.2145922746781116,0.0,92,3.0,0.14285714285714285
Bad,87,230,3,84,23,0,100,7,8,23,2,61,0.0,1,1,64,3,4,1,78,0.2145922746781116,0.0,65,4.0,0.08695652173913043
Good,85,164,4,90,34,0,100,7,8,37,2,76,3.0,1,2,46,2,1,0,100,0.2145922746781116,0.0,48,1.0,0.05405405405405406
Good,91,179,10,99,11,0,100,7,8,0,1,73,0.0,3,0,46,1,1,0,50,0.2145922746781116,0.0,46,1.0,
Good,57,154,6,82,12,0,63,4,5,16,1,63,0.0,0,85,70,3,4,1,88,1.0752688172043012,180.19,155,4.0,0.0625
Bad,71,282,6,95,28,2,89,6,6,28,2,57,1.0,6,33,75,4,5,0,83,0.398406374501992,53.56999999999999,108,5.0,0.14285714285714285
Good,82,176,18,107,40,0,100,7,8,40,0,35,0.0,0,0,75,2,2,1,21,0.2145922746781116,0.0,75,2.0,0.0
Bad,58,231,26,113,16,0,76,4,6,17,0,18,0.0,0,71,46,6,1,3,78,0.398406374501992,116.88,117,1.0,0.0
Good,89,218,16,95,25,0,100,5,8,26,0,38,0.0,0,3,46,3,1,0,57,0.2145922746781116,0.0,49,1.0,0.0
Bad,63,320,12,88,13,1,79,2,4,14,0,29,0.0,0,17,46,3,1,0,36,3.7037037037037033,102.26999999999998,63,1.0,0.07142857142857142
Bad,72,232,5,77,21,0,91,4,6,22,3,32,0.0,0,20,85,2,2,0,36,0.398406374501992,43.829999999999984,105,2.0,0.13636363636363635
Bad,62,113,9,62,18,2,86,0,2,21,1,38,0.0,0,48,44,3,3,2,75,1.36986301369863,68.18,92,3.0,0.14285714285714285
Bad,86,138,8,73,14,0,100,7,8,14,1,14,0.0,0,18,46,5,1,0,75,0.2145922746781116,0.0,64,1.0,0.07142857142857142
Good,75,360,4,68,42,0,100,7,8,22,3,14,0.0,1,11,79,10,2,0,48,0.2145922746781116,0.0,90,2.0,0.13636363636363635
Good,66,174,1,75,38,0,100,7,8,40,5,40,,6,77,60,4,8,3,75,0.2145922746781116,0.0,137,8.0,0.125
Good,85,326,4,120,21,0,100,7,8,44,1,26,4.0,3,5,39,2,2,0,31,0.2145922746781116,0.0,44,2.0,0.022727272727272728
Good,88,322,7,109,14,0,100,7,8,15,1,43,1.0,1,9,67,1,2,0,50,0.2145922746781116,0.0,76,2.0,0.06666666666666667
Bad,65,69,53,63,2,2,67,6,2,3,0,67,0.0,6,4,46,1,2,0,100,1.36986301369863,160.70999999999998,50,2.0,0.6666666666666666
Bad,66,101,5,73,31,0,100,7,8,20,1,10,,4,72,46,15,1,10,75,0.2145922746781116,0.0,118,1.0,0.05
Good,68,149,9,71,22,0,91,4,5,23,2,26,0.0,1,26,69,5,3,1,57,1.0752688172043012,43.829999999999984,95,3.0,0.08695652173913043
Bad,65,122,6,53,28,0,100,7,8,35,6,24,0.0,6,72,73,5,1,5,67,0.2145922746781116,0.0,145,1.0,0.17142857142857143
Good,77,300,2,109,66,2,97,6,3,77,6,31,6.0,0,29,46,6,3,1,45,3.571428571428571,14.610000000000014,75,3.0,0.1038961038961039
Bad,60,115,4,48,18,0,89,3,5,19,4,58,,4,44,81,4,3,1,88,1.0752688172043012,53.56999999999999,125,3.0,0.21052631578947367
Good,78,300,8,130,17,0,89,6,5,18,1,11,0.0,0,18,46,5,1,0,55,1.0752688172043012,53.56999999999999,64,1.0,0.05555555555555555
Good,70,259,3,47,21,0,100,7,8,21,5,19,2.0,2,55,46,1,3,1,80,0.2145922746781116,0.0,101,3.0,0.23809523809523808
Bad,66,194,21,73,23,1,81,0,2,26,0,35,0.0,0,74,42,5,2,2,64,1.36986301369863,92.52999999999997,116,2.0,0.038461538461538464
Good,73,241,25,79,19,0,100,7,8,20,0,35,,0,77,46,3,2,3,83,0.2145922746781116,0.0,123,2.0,0.0
Good,82,260,21,104,19,0,100,7,8,21,0,43,4.0,2,4,46,1,2,0,17,0.2145922746781116,0.0,50,2.0,0.0
Good,62,157,2,54,28,0,86,6,6,31,4,24,9.0,0,73,46,7,3,2,83,0.398406374501992,68.18,119,3.0,0.12903225806451613
Bad,65,85,1,25,17,0,100,7,8,22,8,14,0.0,5,36,46,9,1,2,59,0.2145922746781116,0.0,82,1.0,0.36363636363636365
Good,79,286,10,128,28,0,100,7,8,32,1,18,1.0,3,2,46,5,1,1,38,0.2145922746781116,0.0,48,1.0,0.03125
Good,74,157,9,43,19,0,100,5,7,2,2,25,,0,36,62,5,3,0,67,6.666666666666667,0.0,98,3.0,1.0
Bad,66,67,13,66,33,0,97,6,6,7,0,39,,2,59,63,12,4,2,84,0.398406374501992,14.610000000000014,122,4.0,0.0
Good,76,179,10,51,10,0,100,7,8,0,1,20,17.0,0,39,22,5,2,0,100,0.2145922746781116,0.0,61,2.0,
Good,61,296,9,122,11,1,82,0,6,46,1,64,3.0,1,29,61,2,4,1,75,0.398406374501992,87.65999999999997,90,4.0,0.043478260869565216
Bad,59,218,10,90,28,2,87,5,2,67,2,45,,2,91,46,1,1,1,67,1.36986301369863,63.31,137,1.0,0.05970149253731343
Good,76,121,2,64,17,0,89,6,6,18,1,50,3.0,1,4,32,2,2,0,67,0.398406374501992,53.56999999999999,36,2.0,0.05555555555555555
Good,73,195,1,77,29,1,94,6,3,34,7,47,8.0,0,28,99,7,3,1,77,3.571428571428571,29.21999999999997,127,3.0,0.23529411764705882
Bad,82,367,1,90,26,0,96,6,6,28,3,14,3.0,2,1,46,5,2,0,45,0.398406374501992,19.480000000000018,47,2.0,0.10714285714285714
Good,72,113,13,62,37,0,100,7,8,37,0,24,1.0,2,46,78,10,5,4,71,0.2145922746781116,0.0,124,5.0,0.0
Good,81,80,10,86,13,0,100,7,8,19,3,31,,0,39,46,5,1,0,100,0.2145922746781116,0.0,85,1.0,0.15789473684210525
Good,84,165,36,88,12,0,100,7,8,12,0,50,0.0,0,18,46,1,1,0,67,0.2145922746781116,0.0,64,1.0,0.0
Good,87,126,7,71,21,0,100,7,8,22,1,38,13.0,0,10,50,2,2,0,67,0.2145922746781116,0.0,60,2.0,0.045454545454545456
Bad,77,281,9,90,37,0,100,7,8,37,1,38,0.0,1,34,53,3,4,1,62,0.2145922746781116,0.0,87,4.0,0.02702702702702703
Good,70,281,8,77,26,0,92,6,6,27,1,35,0.0,0,55,28,5,2,3,58,0.398406374501992,38.95999999999998,83,2.0,0.037037037037037035
Good,56,128,9,87,14,0,88,3,5,12,2,29,,0,22,38,3,3,0,100,1.0752688172043012,58.44,60,3.0,0.16666666666666666
Bad,69,226,4,95,41,0,93,6,5,46,2,26,0.0,1,8,59,3,4,1,42,1.0752688172043012,34.089999999999975,67,4.0,0.043478260869565216
Bad,68,13,13,13,1,0,100,7,8,1,0,100,0.0,1,27,46,3,1,0,100,0.2145922746781116,0.0,73,1.0,0.0
Bad,62,298,16,62,30,1,97,6,3,53,0,32,,2,70,56,8,3,3,79,3.571428571428571,14.610000000000014,126,3.0,0.018867924528301886
Bad,88,138,2,71,21,0,100,7,8,24,3,33,,0,4,46,2,1,0,75,0.2145922746781116,0.0,50,1.0,0.125
Good,71,43,8,84,14,2,93,6,2,4,1,38,0.0,1,46,94,2,2,0,57,1.36986301369863,34.089999999999975,140,2.0,0.75
Good,79,197,26,108,43,0,100,7,8,45,0,72,0.0,7,10,15,4,3,1,80,0.2145922746781116,0.0,25,3.0,0.0
Good,82,247,21,99,28,0,100,7,8,32,0,32,15.0,0,20,30,5,3,1,67,0.2145922746781116,0.0,50,3.0,0.0
Good,80,185,2,64,41,0,100,7,8,46,5,37,0.0,4,3,93,4,4,0,56,0.2145922746781116,0.0,96,4.0,0.10869565217391304
Bad,86,498,4,95,16,0,100,7,8,16,1,44,,0,14,28,3,2,0,63,0.2145922746781116,0.0,42,2.0,0.0625
Bad,68,196,2,36,25,0,100,7,8,20,7,14,,2,41,69,11,4,2,75,0.2145922746781116,0.0,110,4.0,0.35
Bad,66,340,11,117,36,0,100,7,8,36,1,11,0.0,0,81,46,20,1,11,75,0.2145922746781116,0.0,127,1.0,0.027777777777777776
Good,82,159,14,72,28,0,100,7,8,28,0,14,0.0,0,13,46,5,1,0,40,0.2145922746781116,0.0,59,1.0,0.0
Good,81,391,11,102,22,0,100,7,8,34,1,9,11.0,0,20,46,5,1,1,60,0.2145922746781116,0.0,66,1.0,0.029411764705882353
Bad,55,201,4,62,33,0,88,4,6,33,5,30,,2,71,70,6,5,4,61,0.398406374501992,58.44,141,5.0,0.15151515151515152
Bad,71,209,7,88,35,0,91,6,6,35,3,34,,0,38,61,6,7,0,87,0.398406374501992,43.829999999999984,99,7.0,0.08571428571428572
Bad,68,180,1,91,9,1,82,6,3,11,2,9,0.0,2,27,46,4,2,1,67,3.571428571428571,87.65999999999997,73,2.0,0.2727272727272727
Good,64,98,3,50,31,0,97,6,6,32,3,56,0.0,2,46,21,4,6,1,83,0.398406374501992,14.610000000000014,67,6.0,0.09375
Bad,72,7,4,6,2,0,100,7,8,2,2,0,0.0,4,66,46,2,2,0,100,0.2145922746781116,0.0,112,2.0,1.0
Bad,88,227,4,90,11,0,100,7,8,11,1,18,,1,3,46,3,1,1,50,0.2145922746781116,0.0,49,1.0,0.09090909090909091
Good,83,281,2,59,13,0,100,7,8,14,6,43,1.0,2,2,80,1,4,0,56,0.2145922746781116,0.0,82,4.0,0.42857142857142855
Bad,55,167,3,63,25,0,84,4,6,11,4,32,2.0,1,66,43,7,3,2,71,0.398406374501992,77.92000000000002,109,3.0,0.36363636363636365
Bad,74,565,4,148,24,0,96,6,6,24,2,13,,0,34,90,6,1,1,58,0.398406374501992,19.480000000000018,124,1.0,0.08333333333333333
Good,84,163,4,56,36,0,100,7,8,36,2,17,12.0,0,14,88,3,2,1,46,0.2145922746781116,0.0,102,2.0,0.05555555555555555
Bad,54,113,2,36,37,0,97,4,6,38,6,50,0.0,9,59,94,4,5,1,69,0.398406374501992,14.610000000000014,153,5.0,0.15789473684210525
Good,80,318,2,84,38,0,100,7,8,59,2,41,0.0,2,3,41,4,4,0,53,0.2145922746781116,0.0,44,4.0,0.03389830508474576
Bad,65,123,2,53,29,1,83,4,2,36,2,33,,0,15,46,5,2,0,50,1.36986301369863,82.78999999999996,61,2.0,0.08333333333333333
Bad,69,51,4,20,6,2,86,6,2,9,3,43,0.0,3,48,71,3,2,0,100,1.36986301369863,68.18,119,2.0,0.5555555555555556
Bad,62,398,3,133,33,0,88,6,6,34,2,44,0.0,3,56,89,8,3,4,65,0.398406374501992,58.44,145,3.0,0.058823529411764705
Bad,68,74,3,32,14,1,93,6,3,15,4,40,0.0,0,58,32,2,5,1,64,3.571428571428571,34.089999999999975,90,5.0,0.3333333333333333
Good,68,262,11,113,21,0,74,6,5,23,1,17,0.0,0,38,46,3,2,3,25,1.0752688172043012,126.62,84,2.0,0.043478260869565216
Good,81,137,1,56,22,0,92,6,5,24,3,21,7.0,0,3,46,3,1,0,50,1.0752688172043012,38.95999999999998,49,1.0,0.125
Bad,86,357,6,88,20,0,100,7,8,20,3,30,6.0,0,2,46,2,1,0,25,0.2145922746781116,0.0,48,1.0,0.15
Good,68,269,8,87,26,0,85,4,6,27,3,48,5.0,0,39,81,6,4,1,83,0.398406374501992,73.05000000000001,120,4.0,0.1111111111111111
Bad,77,123,2,46,16,0,100,7,8,17,5,47,,2,18,87,3,4,0,64,0.2145922746781116,0.0,105,4.0,0.29411764705882354
Bad,60,43,1,16,9,0,100,7,8,10,6,40,,2,96,42,3,2,1,83,0.2145922746781116,0.0,138,2.0,0.6
Bad,56,365,4,129,55,0,80,4,5,59,4,58,0.0,1,66,35,11,5,6,77,1.0752688172043012,97.39999999999998,101,5.0,0.06779661016949153
Bad,70,366,9,163,17,2,74,0,2,19,2,11,2.0,1,6,46,2,1,1,36,1.36986301369863,126.62,52,1.0,0.21052631578947367
Good,80,163,3,71,33,0,100,7,8,33,2,9,0.0,1,3,62,5,2,1,32,0.2145922746781116,0.0,65,2.0,0.06060606060606061
Good,90,176,30,103,10,0,100,7,8,10,0,10,0.0,0,6,46,2,1,0,60,0.2145922746781116,0.0,52,1.0,0.0
Good,87,165,5,79,14,0,100,7,8,15,4,20,4.0,1,3,46,1,1,0,33,0.2145922746781116,0.0,49,1.0,0.26666666666666666
Bad,71,106,0,39,22,0,92,6,6,25,7,52,0.0,3,32,94,4,4,1,67,0.398406374501992,38.95999999999998,126,4.0,0.28
Good,82,197,75,173,12,0,93,6,5,14,0,7,,1,1,46,6,2,0,67,1.0752688172043012,34.089999999999975,47,2.0,0.0
Good,79,120,2,46,22,0,100,7,8,23,5,22,2.0,3,6,90,1,2,0,50,0.2145922746781116,0.0,96,2.0,0.21739130434782608
Good,77,178,14,107,20,0,100,7,8,22,0,55,1.0,1,39,86,4,2,0,100,0.2145922746781116,0.0,125,2.0,0.0
Good,88,457,11,169,18,0,100,7,8,28,1,0,12.0,0,14,46,5,2,0,50,0.2145922746781116,0.0,60,2.0,0.03571428571428571
Good,68,259,20,111,13,2,71,4,3,15,0,29,0.0,0,4,46,1,2,0,33,3.571428571428571,141.23000000000002,50,2.0,0.13333333333333333
Bad,61,93,2,36,12,0,100,7,8,13,5,85,,5,103,97,1,3,1,100,0.2145922746781116,0.0,200,3.0,0.38461538461538464
Good,79,272,19,102,24,0,100,7,8,24,0,13,7.0,0,34,46,4,1,1,42,0.2145922746781116,0.0,80,1.0,0.0
Bad,74,16,2,9,2,0,100,7,8,3,2,33,0.0,3,8,83,2,1,0,100,0.2145922746781116,0.0,91,1.0,0.6666666666666666
Bad,63,98,5,37,14,0,93,6,5,15,4,33,0.0,0,74,46,4,1,2,83,1.0752688172043012,34.089999999999975,120,1.0,0.26666666666666666
Good,82,180,7,86,22,0,100,7,8,22,1,50,5.0,0,5,42,3,4,0,78,0.2145922746781116,0.0,47,4.0,0.045454545454545456
Bad,56,105,5,43,16,0,94,4,6,16,1,69,2.0,2,101,84,2,4,1,86,0.398406374501992,29.21999999999997,185,4.0,0.0625
Bad,68,133,10,66,13,0,85,4,6,13,1,69,0.0,0,29,75,1,1,0,100,0.398406374501992,73.05000000000001,104,1.0,0.07692307692307693
Good,87,353,12,109,17,0,100,7,8,17,0,12,2.0,1,3,46,3,1,0,44,0.2145922746781116,0.0,49,1.0,0.0
Good,83,97,10,45,15,0,100,7,8,15,2,40,0.0,0,5,69,2,3,0,42,0.2145922746781116,0.0,74,3.0,0.13333333333333333
Good,80,187,4,71,39,0,100,7,8,26,1,15,,1,4,77,8,2,0,48,0.2145922746781116,0.0,81,2.0,0.038461538461538464
Good,71,235,4,71,32,1,94,5,2,33,6,27,0.0,0,49,92,9,3,1,80,1.36986301369863,29.21999999999997,141,3.0,0.21212121212121213
Good,89,148,6,72,22,0,96,6,5,24,1,13,0.0,0,0,46,1,1,0,12,1.0752688172043012,19.480000000000018,46,1.0,0.041666666666666664
Bad,58,129,2,23,21,0,100,7,8,23,7,36,,4,74,74,8,4,2,93,0.2145922746781116,0.0,148,4.0,0.30434782608695654
Good,70,179,7,64,13,1,93,6,2,14,2,36,,0,54,83,4,2,0,100,1.36986301369863,34.089999999999975,137,2.0,0.21428571428571427
Bad,61,232,6,77,9,0,64,6,5,11,4,36,4.0,1,76,46,2,1,1,60,1.0752688172043012,175.32,122,1.0,0.36363636363636365
Bad,69,127,11,57,29,0,100,7,8,29,1,34,4.0,2,48,91,5,3,3,80,0.2145922746781116,0.0,139,3.0,0.034482758620689655
Good,87,179,67,217,4,0,100,7,8,4,0,25,,0,33,46,3,1,0,100,0.2145922746781116,0.0,79,1.0,0.0
Bad,72,172,15,76,5,1,100,6,8,5,0,20,2.0,1,39,46,2,2,0,100,0.2145922746781116,0.0,85,2.0,0.2
Bad,72,75,8,52,3,0,100,7,8,3,1,0,0.0,1,74,46,3,2,2,100,0.2145922746781116,0.0,120,2.0,0.3333333333333333
Bad,63,145,2,23,12,1,100,7,8,3,5,23,,0,49,61,7,2,2,92,0.2145922746781116,0.0,110,2.0,2.0
Good,79,142,2,70,30,0,100,7,8,32,2,39,2.0,1,6,84,2,10,0,60,0.2145922746781116,0.0,90,10.0,0.0625
Good,72,29,3,20,11,0,100,7,8,11,3,18,0.0,2,6,46,3,1,0,44,0.2145922746781116,0.0,52,1.0,0.2727272727272727
Bad,57,187,20,101,7,0,60,4,5,10,0,40,0.0,0,75,62,3,2,1,100,1.0752688172043012,194.8,137,2.0,0.0
Good,69,50,5,32,15,0,100,7,8,16,1,50,0.0,2,55,68,5,1,1,67,0.2145922746781116,0.0,123,1.0,0.0625
Bad,61,114,18,63,16,1,72,0,6,19,0,56,0.0,0,13,46,1,1,0,50,0.398406374501992,136.36,59,1.0,0.05263157894736842
Good,83,139,22,72,18,0,100,7,8,16,0,22,0.0,0,20,82,1,2,0,43,0.2145922746781116,0.0,102,2.0,0.0
Bad,70,115,3,124,30,1,94,0,2,8,2,23,3.0,4,39,77,6,2,2,53,1.36986301369863,29.21999999999997,116,2.0,0.375
Good,75,126,9,64,7,0,100,7,8,7,1,57,0.0,0,101,59,2,3,2,100,0.2145922746781116,0.0,160,3.0,0.14285714285714285
Bad,82,177,5,54,25,0,96,6,6,26,4,42,0.0,1,9,77,4,2,0,75,0.398406374501992,19.480000000000018,86,2.0,0.15384615384615385
